text,intent
Suggest foods for obesity,diet_advice
Schedule a visit to the neurologist,appointment_booking
"Can't breathe properly, urgent help",emergency_help
What should a diabetes patient eat?,diet_advice
Can paracetamol be taken on an empty stomach?,medication_info
I'm having a fainting,emergency_help
What's the dose for paracetamol?,medication_info
Emergency! My mother is seizure,emergency_help
I'm having a difficulty breathing,emergency_help
Schedule a visit to the general physician,appointment_booking
Can you book me a neurologist appointment?,appointment_booking
Feeling nausea and chills,symptom_check
Is it safe to use cetirizine every day?,medication_info
Can you book me a dentist appointment?,appointment_booking
What should a obesity patient eat?,diet_advice
Is sugar good for hypertension?,diet_advice
Suffering from chills lately,symptom_check
"Severe dizziness, what to do?",emergency_help
What should a obesity patient eat?,diet_advice
Is rice good for pregnancy?,diet_advice
Schedule a visit to the dermatologist,appointment_booking
Can ibuprofen be taken on an empty stomach?,medication_info
Can ibuprofen be taken on an empty stomach?,medication_info
Book an appointment with a cardiologist,appointment_booking
"Experiencing fever, headache, and sore throat",symptom_check
Suggest foods for diabetes,diet_advice
Can you book me a dentist appointment?,appointment_booking
What's the dose for amoxicillin?,medication_info
Suffering from chills lately,symptom_check
Schedule a visit to the neurologist,appointment_booking
Can amoxicillin be taken on an empty stomach?,medication_info
Need to see a dentist soon,appointment_booking
What should I take for fever?,medication_info
Is it safe to use cetirizine every day?,medication_info
I'm having a seizure,emergency_help
I'm having a chest pain,emergency_help
"Need immediate help, I'm seizure",emergency_help
What should I take for chills?,medication_info
Book an appointment with a dermatologist,appointment_booking
Is it safe to use cetirizine every day?,medication_info
Is it safe to use paracetamol every day?,medication_info
Is rice good for diabetes?,diet_advice
Can aspirin be taken on an empty stomach?,medication_info
What foods to avoid if I have pregnancy?,diet_advice
Is it safe to use ibuprofen every day?,medication_info
"Severe chills, what to do?",emergency_help
Give me a healthy diet for obesity,diet_advice
Can you book me a neurologist appointment?,appointment_booking
Can you book me a general physician appointment?,appointment_booking
"Severe dizziness, what to do?",emergency_help
"Need immediate help, I'm chest pain",emergency_help
What's the dose for amoxicillin?,medication_info
Can I take paracetamol with amoxicillin?,medication_info
I have a fever and headache,symptom_check
Suffering from sore throat lately,symptom_check
"Can't breathe properly, urgent help",emergency_help
Give me a healthy diet for anemia,diet_advice
Can you book me a neurologist appointment?,appointment_booking
Can ibuprofen be taken on an empty stomach?,medication_info
Feeling sore throat and fever,symptom_check
Feeling cough and dizziness,symptom_check
Schedule a visit to the dermatologist,appointment_booking
"Severe chills, what to do?",emergency_help
What foods to avoid if I have diabetes?,diet_advice
Can I take amoxicillin with paracetamol?,medication_info
What's the dose for cetirizine?,medication_info
What should a diabetes patient eat?,diet_advice
"Need immediate help, I'm unconscious",emergency_help
Can aspirin be taken on an empty stomach?,medication_info
Can I take ibuprofen with ibuprofen?,medication_info
Is sugar good for obesity?,diet_advice
I want to meet a dentist this week,appointment_booking
My sibling has a cough,symptom_check
What foods to avoid if I have obesity?,diet_advice
"Severe sore throat, what to do?",emergency_help
Emergency! My child is seizure,emergency_help
"Experiencing nausea, cough, and cough",symptom_check
Schedule a visit to the cardiologist,appointment_booking
What's the dose for ibuprofen?,medication_info
Emergency! My father is seizure,emergency_help
Is it safe to use amoxicillin every day?,medication_info
Need to see a dentist soon,appointment_booking
Book an appointment with a cardiologist,appointment_booking
I'm having a difficulty breathing,emergency_help
Suggest foods for anemia,diet_advice
What should a anemia patient eat?,diet_advice
What foods to avoid if I have obesity?,diet_advice
My mother has a headache,symptom_check
Suffering from cough lately,symptom_check
Can I take aspirin with paracetamol?,medication_info
Can you book me a neurologist appointment?,appointment_booking
Give me a healthy diet for anemia,diet_advice
Feeling nausea and sore throat,symptom_check
Can aspirin be taken on an empty stomach?,medication_info
What should I take for chills?,medication_info
Can you book me a dentist appointment?,appointment_booking
Suffering from fever lately,symptom_check
Suffering from sore throat lately,symptom_check
Feeling nausea and cough,symptom_check
Book an appointment with a general physician,appointment_booking
Is it safe to use paracetamol every day?,medication_info
Emergency! My mother is unconscious,emergency_help
"Can't breathe properly, urgent help",emergency_help
I want to meet a cardiologist this week,appointment_booking
"Experiencing chills, headache, and dizziness",symptom_check
What foods to avoid if I have obesity?,diet_advice
"Can't breathe properly, urgent help",emergency_help
What foods to avoid if I have anemia?,diet_advice
I want to meet a dentist this week,appointment_booking
Is bread good for anemia?,diet_advice
What foods to avoid if I have obesity?,diet_advice
Book an appointment with a neurologist,appointment_booking
"Severe sore throat, what to do?",emergency_help
Can paracetamol be taken on an empty stomach?,medication_info
"Severe sore throat, what to do?",emergency_help
I'm having a difficulty breathing,emergency_help
My child has a fever,symptom_check
Can amoxicillin be taken on an empty stomach?,medication_info
Need to see a dermatologist soon,appointment_booking
Can I take cetirizine with aspirin?,medication_info
What should a anemia patient eat?,diet_advice
Can amoxicillin be taken on an empty stomach?,medication_info
Book an appointment with a dermatologist,appointment_booking
Suffering from nausea lately,symptom_check
"Can't breathe properly, urgent help",emergency_help
What foods to avoid if I have hypertension?,diet_advice
Suggest foods for obesity,diet_advice
I have a nausea and nausea,symptom_check
Book an appointment with a cardiologist,appointment_booking
Is it safe to use aspirin every day?,medication_info
Can cetirizine be taken on an empty stomach?,medication_info
What foods to avoid if I have obesity?,diet_advice
"Need immediate help, I'm unconscious",emergency_help
Is it safe to use amoxicillin every day?,medication_info
Is spinach good for pregnancy?,diet_advice
Can I take aspirin with amoxicillin?,medication_info
Is it safe to use paracetamol every day?,medication_info
Schedule a visit to the dentist,appointment_booking
Feeling dizziness and dizziness,symptom_check
Can I take ibuprofen with cetirizine?,medication_info
"Experiencing headache, fever, and nausea",symptom_check
I'm having a seizure,emergency_help
My child has a nausea,symptom_check
Can you book me a cardiologist appointment?,appointment_booking
"Need immediate help, I'm unconscious",emergency_help
Give me a healthy diet for hypertension,diet_advice
Book an appointment with a dentist,appointment_booking
"Need immediate help, I'm seizure",emergency_help
Give me a healthy diet for hypertension,diet_advice
Suggest foods for diabetes,diet_advice
What's the dose for aspirin?,medication_info
What foods to avoid if I have obesity?,diet_advice
"Experiencing nausea, dizziness, and fever",symptom_check
Can paracetamol be taken on an empty stomach?,medication_info
Can I take ibuprofen with cetirizine?,medication_info
I have a sore throat and chills,symptom_check
What should a obesity patient eat?,diet_advice
Give me a healthy diet for pregnancy,diet_advice
Give me a healthy diet for obesity,diet_advice
What should I take for headache?,medication_info
Need to see a neurologist soon,appointment_booking
Is sugar good for obesity?,diet_advice
Suggest foods for anemia,diet_advice
Can you book me a dentist appointment?,appointment_booking
What foods to avoid if I have hypertension?,diet_advice
My child has a cough,symptom_check
I want to meet a general physician this week,appointment_booking
I'm having a difficulty breathing,emergency_help
Can paracetamol be taken on an empty stomach?,medication_info
Is rice good for diabetes?,diet_advice
Book an appointment with a cardiologist,appointment_booking
Emergency! My mother is fainting,emergency_help
My father has a sore throat,symptom_check
Can ibuprofen be taken on an empty stomach?,medication_info
My mother has a sore throat,symptom_check
Need to see a dermatologist soon,appointment_booking
Suffering from nausea lately,symptom_check
Can ibuprofen be taken on an empty stomach?,medication_info
